deposit,poutcome_success,poutcome_is_unknown,poutcome_failure,poutcome_other,was_previously_contacted,previous_log1p,contact_is_unknown,contact_cellular,has_debt,financial_stress,balance_log1p,net_balance_indicator,is_peak_month,month_may,month_mar,month_sep,month_oct,month_dec,marital_single,marital_married,education_tertiary,education_primary,education_secondary,job,pdays,pdays_contacted,campaign_capped,age_squared
1,False,1,False,False,0,0.0,1,False,1,1,8.928507824313293,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,4.0,1156
1,False,1,False,False,0,0.0,1,False,1,0,8.941283763647567,1,0,True,False,False,False,False,True,False,False,False,True,management,-1,,4.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,8.970686268534983,1,0,True,False,False,False,False,True,False,False,False,True,admin.,-1,,1.0,1681
1,False,1,False,False,0,0.0,1,False,1,0,8.950532836290382,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,2209
1,False,1,False,False,0,0.0,1,False,1,0,8.845921233304018,1,0,True,False,False,False,False,False,True,False,False,True,admin.,-1,,1.0,961
1,False,1,False,False,0,0.0,1,False,1,0,8.936298185228436,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,4.0,961
1,False,1,False,False,0,0.0,1,False,1,0,8.97322466309509,1,0,True,False,False,False,False,False,False,False,False,True,services,-1,,3.0,1849
1,False,1,False,False,0,0.0,1,False,1,0,8.849513965486398,1,0,True,False,False,False,False,False,False,True,False,False,management,-1,,2.0,1369
1,False,1,False,False,0,0.0,1,False,1,1,8.952734767106872,1,0,True,False,False,False,False,True,False,True,False,False,technician,-1,,6.0,900
1,False,1,False,False,0,0.0,1,False,1,0,8.902455592206882,1,0,True,False,False,False,False,False,True,False,False,True,technician,-1,,5.0,1681
1,False,1,False,False,0,0.0,1,False,1,0,9.331406899955626,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,1296
1,False,1,False,False,0,0.0,1,False,1,0,8.831857935197906,0,0,True,False,False,False,False,False,False,False,False,True,blue-collar,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.87066300440602,1,0,True,False,False,False,False,True,False,False,False,True,services,-1,,2.0,841
1,False,1,False,False,0,0.0,1,False,1,0,8.846640813100485,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.832149906002899,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,961
1,False,1,False,False,0,0.0,1,False,1,0,9.307376334487778,1,0,True,False,False,False,False,False,True,False,False,True,services,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.844192126244968,1,0,True,False,False,False,False,True,False,False,False,True,technician,-1,,4.0,1156
1,False,1,False,False,0,0.0,1,False,1,1,8.892886141190731,1,0,True,False,False,False,False,True,False,False,False,True,admin.,-1,,1.0,961
1,False,1,False,False,0,0.0,1,False,1,0,8.965845494750937,1,0,True,False,False,False,False,False,False,False,False,True,technician,-1,,3.0,1936
1,False,1,False,False,0,0.0,1,False,1,1,8.889721799278137,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,2.0,1296
1,False,1,False,False,0,0.0,1,False,1,0,9.364862411412354,1,0,True,False,False,False,False,False,True,False,False,False,blue-collar,-1,,2.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.99949587624899,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,2.0,1681
1,False,1,False,False,0,0.0,1,False,1,0,8.862908295118627,1,0,True,False,False,False,False,True,False,False,True,False,blue-collar,-1,,1.0,961
1,False,1,False,False,0,0.0,1,False,1,0,8.994172434398399,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,1156
1,False,1,False,False,0,0.0,1,False,1,0,8.941152882160566,1,0,True,False,False,False,False,False,True,False,False,True,technician,-1,,2.0,1024
1,False,1,False,False,0,0.0,1,False,1,1,8.948715833843691,1,0,True,False,False,False,False,False,True,True,False,False,management,-1,,2.0,1296
1,False,1,False,False,0,0.0,1,False,1,1,8.866158492284917,1,0,True,False,False,False,False,True,False,False,False,True,blue-collar,-1,,1.0,900
1,False,1,False,False,0,0.0,1,False,1,0,8.994668835500674,1,0,True,False,False,False,False,True,False,False,False,True,technician,-1,,1.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,8.915700818956903,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,2.0,1296
1,False,1,False,False,0,0.0,1,False,1,0,8.945593270806897,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,2.0,961
1,False,1,False,False,0,0.0,1,False,1,1,9.1085291058295,1,0,True,False,False,False,False,False,True,False,False,True,technician,-1,,1.0,729
1,False,1,False,False,0,0.0,1,False,0,0,9.33679679592874,1,0,True,False,False,False,False,False,True,False,True,False,retired,-1,,1.0,1156
1,False,1,False,False,0,0.0,1,False,1,0,9.004299728561636,1,0,True,False,False,False,False,True,False,True,False,False,technician,-1,,2.0,900
1,False,1,False,False,0,0.0,1,False,1,0,9.351318965235755,1,0,True,False,False,False,False,True,False,True,False,False,technician,-1,,2.0,1024
1,False,1,False,False,0,0.0,1,False,1,0,9.227689010310796,1,0,True,False,False,False,False,True,False,False,False,True,technician,-1,,1.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,8.940105213128122,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,1024
1,False,1,False,False,0,0.0,1,False,1,0,8.831857935197906,0,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,1089
1,False,1,False,False,0,0.0,1,False,1,0,8.967376693212666,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,8.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,9.01225522000275,1,0,True,False,False,False,False,False,False,True,False,False,self-employed,-1,,2.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.866158492284917,1,0,True,False,False,False,False,True,False,False,False,True,blue-collar,-1,,1.0,900
1,False,1,False,False,0,0.0,1,False,1,1,8.785386587284156,0,0,True,False,False,False,False,False,False,False,True,False,blue-collar,-1,,1.0,2025
1,False,1,False,False,0,0.0,1,False,1,0,8.853379672927634,1,0,True,False,False,False,False,False,True,False,False,True,admin.,-1,,3.0,2025
1,False,1,False,False,0,0.0,1,False,1,0,9.025575833531088,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,1089
1,False,1,False,False,0,0.0,1,False,0,0,9.443196602144186,1,0,True,False,False,False,False,False,False,True,False,False,management,-1,,6.0,1936
1,False,1,False,False,0,0.0,1,False,1,0,8.871645667501872,1,0,True,False,False,False,False,False,True,False,True,False,blue-collar,-1,,3.0,1600
1,False,1,False,False,0,0.0,1,False,1,0,9.18594521514146,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,961
1,False,1,False,False,0,0.0,1,False,1,0,8.907883013942248,1,0,True,False,False,False,False,False,True,True,False,False,technician,-1,,2.0,900
1,False,1,False,False,0,0.0,1,False,1,0,9.000976444070345,1,0,True,False,False,False,False,False,False,False,False,True,technician,-1,,11.0,1936
1,False,1,False,False,0,0.0,1,False,1,1,8.75004942158424,0,0,True,False,False,False,False,False,True,False,False,True,services,-1,,1.0,1156
1,False,1,False,False,0,0.0,1,False,0,0,8.849944227235596,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,8.831857935197906,0,0,True,False,False,False,False,True,False,True,False,False,self-employed,-1,,2.0,784
1,False,1,False,False,0,0.0,1,False,1,0,8.918516400357067,1,0,True,False,False,False,False,True,False,False,False,True,admin.,-1,,3.0,1024
1,False,1,False,False,0,0.0,1,False,1,0,8.876963340262272,1,0,True,False,False,False,False,False,False,False,False,True,blue-collar,-1,,2.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,9.119977931895791,1,0,True,False,False,False,False,False,True,True,False,False,management,-1,,4.0,1156
1,False,1,False,False,0,0.0,1,False,1,0,8.860357273327022,1,0,True,False,False,False,False,False,False,False,False,True,admin.,-1,,2.0,1444
1,False,1,False,False,0,0.0,1,False,1,0,8.896861744480391,1,0,True,False,False,False,False,True,False,False,False,True,admin.,-1,,6.0,784
1,False,1,False,False,0,0.0,1,False,1,0,8.986446539271268,1,0,True,False,False,False,False,False,False,True,False,False,management,-1,,4.0,961
1,False,1,False,False,0,0.0,1,False,1,1,8.82864061741828,0,0,True,False,False,False,False,False,True,False,False,True,services,-1,,3.0,3481
1,False,1,False,False,0,0.0,1,False,1,0,8.927181388251986,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,576
1,False,1,False,False,0,0.0,1,False,1,0,8.955448122347393,1,0,True,False,False,False,False,True,False,False,False,True,services,-1,,2.0,676
1,False,1,False,False,0,0.0,1,False,1,0,8.881836305004146,1,0,True,False,False,False,False,True,False,False,False,True,retired,-1,,5.0,3481
1,False,1,False,False,0,0.0,1,False,1,1,8.831857935197906,0,0,True,False,False,False,False,True,False,False,True,False,entrepreneur,-1,,1.0,900
1,False,1,False,False,0,0.0,1,False,1,0,8.871084263978354,1,0,True,False,False,False,False,False,True,False,False,True,admin.,-1,,3.0,1369
1,False,1,False,False,0,0.0,1,False,1,1,8.800264651310336,0,0,True,False,False,False,False,True,False,False,False,True,admin.,-1,,1.0,900
1,False,1,False,False,0,0.0,1,False,1,0,8.845921233304018,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,625
1,False,1,False,False,0,0.0,1,False,1,1,8.83927669058535,1,0,True,False,False,False,False,False,False,False,False,True,services,-1,,2.0,1936
1,False,1,False,False,0,0.0,1,False,0,0,8.876684166614451,1,0,True,False,False,False,False,False,True,True,False,False,management,-1,,2.0,841
1,False,1,False,False,0,0.0,1,False,1,0,9.524347869595513,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,2.0,676
1,False,1,False,False,0,0.0,1,False,1,0,8.924922401177469,1,0,True,False,False,False,False,True,False,False,False,True,technician,-1,,3.0,676
1,False,1,False,False,0,0.0,1,False,1,0,8.839711378703475,1,0,True,False,False,False,False,True,False,False,False,True,services,-1,,2.0,729
1,False,1,False,False,0,0.0,1,False,1,0,8.99850761180784,1,0,True,False,False,False,False,True,False,False,False,True,self-employed,-1,,2.0,625
1,False,1,False,False,0,0.0,1,False,1,0,8.87360810154911,1,0,True,False,False,False,False,False,True,False,False,True,management,-1,,1.0,784
1,False,1,False,False,0,0.0,1,False,1,0,8.924523226133914,1,0,True,False,False,False,False,True,False,False,False,True,services,-1,,1.0,529
1,False,1,False,False,0,0.0,1,False,1,0,8.975503722070927,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,2.0,1156
1,False,1,False,False,0,0.0,1,False,1,0,8.961622569542543,1,0,True,False,False,False,False,True,False,False,False,True,student,-1,,1.0,784
1,False,1,False,False,0,0.0,1,False,1,0,8.916640227198839,1,0,True,False,False,False,False,False,True,False,False,False,entrepreneur,-1,,9.0,2601
1,False,1,False,False,0,0.0,1,False,1,1,8.831857935197906,0,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.889170455363413,1,0,True,False,False,False,False,False,True,False,False,True,admin.,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.867568333206442,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,3136
1,False,1,False,False,0,0.0,1,False,1,0,9.230437073675304,1,0,True,False,False,False,False,False,False,False,False,True,unemployed,-1,,1.0,2025
1,False,1,False,False,0,0.0,1,False,1,0,8.831857935197906,0,0,True,False,False,False,False,False,False,False,False,True,blue-collar,-1,,1.0,3600
1,False,1,False,False,0,0.0,1,False,1,0,8.914357274485015,1,0,True,False,False,False,False,False,True,False,False,True,technician,-1,,2.0,3136
1,False,1,False,False,0,0.0,1,False,1,0,9.893689710056018,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,3.0,729
1,False,1,False,False,0,0.0,1,False,1,0,8.951828676824181,1,0,True,False,False,False,False,False,True,False,False,True,admin.,-1,,3.0,900
1,False,1,False,False,0,0.0,1,False,1,0,8.915029272359911,1,0,True,False,False,False,False,False,False,False,True,False,blue-collar,-1,,2.0,2025
1,False,1,False,False,0,0.0,1,False,1,1,8.82893352896109,0,0,True,False,False,False,False,True,False,False,False,True,blue-collar,-1,,2.0,841
1,False,1,False,False,0,0.0,1,False,1,0,9.353661191420406,1,0,True,False,False,False,False,False,False,True,False,False,management,-1,,2.0,1444
1,False,1,False,False,0,0.0,1,False,1,0,8.900412690577083,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,900
1,False,1,False,False,0,0.0,1,False,1,0,9.040974526342444,1,0,True,False,False,False,False,True,False,False,True,False,blue-collar,-1,,3.0,1936
1,False,1,False,False,0,0.0,1,False,1,0,9.578795654450447,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,1.0,1296
1,False,1,False,False,0,0.0,1,False,1,0,8.864322722511439,1,0,True,False,False,False,False,False,True,False,False,True,technician,-1,,3.0,1444
1,False,1,False,False,0,0.0,1,False,1,1,8.88391747120797,1,0,True,False,False,False,False,True,False,False,False,True,blue-collar,-1,,2.0,1296
1,False,1,False,False,0,0.0,1,False,1,0,8.834191318202071,1,0,True,False,False,False,False,False,False,False,False,True,management,-1,,1.0,1369
1,False,1,False,False,0,0.0,1,False,1,0,8.911125383710678,1,0,True,False,False,False,False,True,False,True,False,False,management,-1,,1.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,8.834628222017367,1,0,True,False,False,False,False,False,False,False,False,True,admin.,-1,,2.0,1444
1,False,1,False,False,0,0.0,1,False,1,0,8.97853441008332,1,0,True,False,False,False,False,False,True,False,True,False,services,-1,,2.0,1600
1,False,1,False,False,0,0.0,1,False,1,0,9.055089086704893,1,0,True,False,False,False,False,False,False,False,False,True,unemployed,-1,,2.0,1764
1,False,1,False,False,0,0.0,1,False,1,0,9.967869811465397,1,0,True,False,False,False,False,False,False,True,False,False,management,-1,,1.0,2116
1,False,1,False,False,0,0.0,1,False,1,0,9.439306936593182,1,0,True,False,False,False,False,False,False,False,False,True,technician,-1,,10.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,9.02401079378469,1,0,True,False,False,False,False,False,False,False,False,True,technician,-1,,13.0,1156
1,False,1,False,False,0,0.0,1,False,1,1,8.826881344130634,0,0,True,False,False,False,False,False,True,False,False,True,services,-1,,2.0,1024
1,False,1,False,False,0,0.0,1,False,1,0,9.261318616740812,1,0,True,False,False,False,False,False,True,False,False,True,unemployed,-1,,3.0,2500
1,False,1,False,False,0,0.0,1,False,1,1,8.928905412284868,1,0,True,False,False,False,False,False,True,False,False,True,blue-collar,-1,,3.0,1225
1,False,1,False,False,0,0.0,1,False,1,0,9.30428598481871,1,0,True,False,False,False,False,True,False,False,False,True,technician,-1,,3.0,1296
