log_balance,balance_shifted,age,age_squared,was_contacted_before,has_debt,financial_stress,treatment,previous,net_balance_indicator,day,month_num,month_mar,month_oct,month_sep,month_dec,marital_single,education_tertiary,marital_married,pdays,deposit,deposit_numeric
8.803424211600703,6657,52,2704,0,1,1,0,0,0,15,5,False,False,False,False,False,False,False,-1,yes,1
8.877381954654766,7168,59,3481,0,1,0,0,0,1,15,5,False,False,False,False,False,False,True,-1,yes,1
8.852807917623322,6994,44,1936,0,1,0,0,0,1,15,5,False,False,False,False,False,False,True,-1,yes,1
8.880307358983872,7189,49,2401,0,1,1,0,0,1,15,5,False,False,False,False,False,False,True,-1,yes,1
8.830396801098097,6839,40,1600,0,1,1,0,0,0,15,5,False,False,False,False,False,False,True,-1,yes,1
8.785998208098329,6542,41,1681,0,1,1,0,0,0,15,5,False,False,False,False,False,False,True,-1,yes,1
9.343821763350663,11428,44,1936,0,1,0,0,0,1,15,5,False,False,False,False,False,True,True,-1,yes,1
8.87640491500694,7161,60,3600,0,1,0,0,0,1,15,5,False,False,False,False,True,False,False,-1,yes,1
9.765603845172741,17424,29,841,0,0,0,0,0,1,15,5,False,False,False,False,False,True,True,-1,yes,1
8.797095076549056,6615,41,1681,0,1,1,0,0,0,15,5,False,False,False,False,False,False,False,-1,yes,1
9.137877200242468,9301,41,1681,0,1,0,0,0,1,15,5,False,False,False,False,False,False,True,-1,yes,1
9.013351778138825,8212,42,1764,0,1,0,0,0,1,15,5,False,False,False,False,True,False,False,-1,yes,1
8.871926251117628,7129,36,1296,0,1,0,0,0,1,16,5,False,False,False,False,True,False,False,-1,yes,1
8.845345196421732,6942,39,1521,0,1,1,0,0,1,16,5,False,False,False,False,False,True,True,-1,yes,1
8.852521917335372,6992,31,961,0,1,0,0,0,1,16,5,False,False,False,False,True,True,False,-1,yes,1
8.867004635333567,7094,26,676,0,1,0,0,0,1,16,5,False,False,False,False,False,False,True,-1,yes,1
8.84505705350085,6940,31,961,0,1,0,0,0,1,16,5,False,False,False,False,False,False,True,-1,yes,1
8.855235623206967,7011,29,841,0,1,1,0,0,1,16,5,False,False,False,False,True,False,False,-1,yes,1
8.83884181343129,6897,37,1369,0,1,0,0,0,1,16,5,False,False,False,False,False,False,False,-1,yes,1
8.769040810858803,6432,33,1089,0,1,1,0,0,0,16,5,False,False,False,False,True,False,False,-1,yes,1
8.889721799278137,7257,24,576,0,1,0,0,0,1,16,5,False,False,False,False,True,False,False,-1,yes,1
8.88336291691676,7211,50,2500,0,1,0,0,0,1,16,5,False,False,False,False,False,False,False,-1,yes,1
9.264260213965613,10554,27,729,0,1,0,0,0,1,16,5,False,False,False,False,True,True,False,-1,yes,1
9.327323087461798,11241,54,2916,0,1,0,0,0,1,16,5,False,False,False,False,True,True,False,-1,yes,1
8.95040315983296,7711,30,900,0,1,0,0,0,1,16,5,False,False,False,False,True,False,False,-1,yes,1
8.928375259853631,7543,34,1156,0,1,1,0,0,1,16,5,False,False,False,False,False,False,True,-1,yes,1
8.941152882160566,7640,37,1369,0,1,0,0,0,1,16,5,False,False,False,False,True,False,False,-1,yes,1
8.97055917950895,7868,41,1681,0,1,0,0,0,1,19,5,False,False,False,False,True,False,False,-1,yes,1
8.95040315983296,7711,47,2209,0,1,0,0,0,1,19,5,False,False,False,False,False,False,True,-1,yes,1
8.845777255188445,6945,31,961,0,1,0,0,0,1,19,5,False,False,False,False,False,False,True,-1,yes,1
8.936166649549195,7602,31,961,0,1,0,0,0,1,19,5,False,False,False,False,False,False,True,-1,yes,1
8.973097896282471,7888,43,1849,0,1,0,0,0,1,19,5,False,False,False,False,False,False,False,-1,yes,1
8.84937050375457,6970,37,1369,0,1,0,0,0,1,19,5,False,False,False,False,False,True,False,-1,yes,1
8.952605375892354,7728,30,900,0,1,1,0,0,1,19,5,False,False,False,False,True,True,False,-1,yes,1
8.90231952852887,7349,41,1681,0,1,0,0,0,1,19,5,False,False,False,False,False,False,True,-1,yes,1
9.331318298529085,11286,36,1296,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,35,1225,0,1,0,0,0,0,20,5,False,False,False,False,False,False,False,-1,yes,1
8.870522545103873,7119,29,841,0,1,0,0,0,1,20,5,False,False,False,False,True,False,False,-1,yes,1
8.846496938558838,6950,35,1225,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
8.83200393125627,6850,31,961,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
9.307285578032662,11018,35,1225,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
8.84404789894249,6933,34,1156,0,1,0,0,0,1,20,5,False,False,False,False,True,False,False,-1,yes,1
8.892748769118258,7279,31,961,0,1,1,0,0,1,20,5,False,False,False,False,True,False,False,-1,yes,1
8.965717788984849,7830,44,1936,0,1,0,0,0,1,20,5,False,False,False,False,False,False,False,-1,yes,1
8.889583991794973,7256,36,1296,0,1,1,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
9.364776725280601,11670,35,1225,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
8.999372396592106,8098,41,1681,0,1,0,0,0,1,20,5,False,False,False,False,False,False,True,-1,yes,1
8.862766742283796,7064,31,961,0,1,0,0,0,1,21,5,False,False,False,False,True,False,False,-1,yes,1
8.994048295611075,8055,34,1156,0,1,0,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
8.94102198354136,7639,32,1024,0,1,0,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
8.948585921534317,7697,36,1296,0,1,1,0,0,1,21,5,False,False,False,False,False,True,True,-1,yes,1
8.866017398810255,7087,30,900,0,1,1,0,0,1,21,5,False,False,False,False,True,False,False,-1,yes,1
8.994544758324512,8059,37,1369,0,1,0,0,0,1,21,5,False,False,False,False,True,False,False,-1,yes,1
8.915566545710645,7447,36,1296,0,1,0,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
8.945462952177666,7673,31,961,0,1,0,0,0,1,21,5,False,False,False,False,True,True,False,-1,yes,1
9.108418382250798,9031,27,729,0,1,1,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
9.336708670790989,11347,34,1156,0,0,0,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
9.004176840696656,8137,30,900,0,1,0,0,0,1,21,5,False,False,False,False,True,True,False,-1,yes,1
9.351232110673664,11513,32,1024,0,1,0,0,0,1,21,5,False,False,False,False,True,True,False,-1,yes,1
9.22759072538271,10174,37,1369,0,1,0,0,0,1,21,5,False,False,False,False,True,False,False,-1,yes,1
8.939974177289633,7631,32,1024,0,1,0,0,0,1,21,5,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,33,1089,0,1,0,0,0,0,21,5,False,False,False,False,False,False,True,-1,yes,1
8.967249182852276,7842,35,1225,0,1,0,0,0,1,23,5,False,False,False,False,False,False,True,-1,yes,1
9.012133305952004,8202,35,1225,0,1,0,0,0,1,23,5,False,False,False,False,False,True,False,-1,yes,1
8.866017398810255,7087,30,900,0,1,0,0,0,1,23,5,False,False,False,False,True,False,False,-1,yes,1
8.78523362361273,6537,45,2025,0,1,1,0,0,0,23,5,False,False,False,False,False,False,False,-1,yes,1
8.853236764745898,6997,45,2025,0,1,0,0,0,1,23,5,False,False,False,False,False,False,True,-1,yes,1
9.025455532779063,8312,33,1089,0,1,0,0,0,1,23,5,False,False,False,False,False,False,True,-1,yes,1
9.44311737225863,12621,44,1936,0,0,0,0,0,1,23,5,False,False,False,False,False,True,False,-1,yes,1
8.871505346165781,7126,40,1600,0,1,0,0,0,1,23,5,False,False,False,False,False,False,True,-1,yes,1
9.185842740375783,9758,31,961,0,1,0,0,0,1,23,5,False,False,False,False,False,False,True,-1,yes,1
8.907747686788648,7389,30,900,0,1,0,0,0,1,26,5,False,False,False,False,False,True,True,-1,yes,1
9.000853147109458,8110,44,1936,0,1,0,0,0,1,26,5,False,False,False,False,False,False,False,-1,yes,1
8.749890955535259,6310,34,1156,0,1,1,0,0,0,26,5,False,False,False,False,False,False,True,-1,yes,1
8.84980082722101,6973,37,1369,0,0,0,0,0,1,26,5,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,28,784,0,1,0,0,0,0,26,5,False,False,False,False,True,True,False,-1,yes,1
8.918382504661613,7468,32,1024,0,1,0,0,0,1,26,5,False,False,False,False,True,False,False,-1,yes,1
8.876823763180603,7164,37,1369,0,1,0,0,0,1,26,5,False,False,False,False,False,False,False,-1,yes,1
9.119868468812108,9135,34,1156,0,1,0,0,0,1,26,5,False,False,False,False,False,True,True,-1,yes,1
8.860215358901183,7046,38,1444,0,1,0,0,0,1,26,5,False,False,False,False,False,False,False,-1,yes,1
8.896724917497897,7308,28,784,0,1,0,0,0,1,26,5,False,False,False,False,True,False,False,-1,yes,1
8.98632143762602,7993,31,961,0,1,0,0,0,1,26,5,False,False,False,False,False,True,False,-1,yes,1
8.828494129466652,6826,59,3481,0,1,1,0,0,0,26,5,False,False,False,False,False,False,True,-1,yes,1
8.927048647825695,7533,24,576,0,1,0,0,0,1,26,5,False,False,False,False,False,False,True,-1,yes,1
8.95531908176395,7749,26,676,0,1,0,0,0,1,26,5,False,False,False,False,True,False,False,-1,yes,1
8.881697406469304,7199,59,3481,0,1,0,0,0,1,27,5,False,False,False,False,True,False,False,-1,yes,1
8.831711917821577,6848,30,900,0,1,1,0,0,0,27,5,False,False,False,False,True,False,False,-1,yes,1
8.870943863837724,7122,37,1369,0,1,0,0,0,1,27,5,False,False,False,False,False,False,True,-1,yes,1
8.800113946766308,6635,30,900,0,1,1,0,0,0,27,5,False,False,False,False,True,False,False,-1,yes,1
8.845777255188445,6945,25,625,0,1,0,0,0,1,27,5,False,False,False,False,False,False,True,-1,yes,1
8.839131752546109,6899,44,1936,0,1,1,0,0,1,27,5,False,False,False,False,False,False,False,-1,yes,1
8.876544550558378,7162,29,841,0,0,0,0,0,1,28,5,False,False,False,False,False,True,True,-1,yes,1
9.52427481557203,13688,26,676,0,1,0,0,0,1,28,5,False,False,False,False,True,True,False,-1,yes,1
8.924789360533357,7516,26,676,0,1,0,0,0,1,28,5,False,False,False,False,True,False,False,-1,yes,1
8.839566503657949,6902,27,729,0,1,0,0,0,1,28,5,False,False,False,False,True,False,False,-1,yes,1
8.998384010052538,8090,25,625,0,1,0,0,0,1,28,5,False,False,False,False,True,False,False,-1,yes,1
8.87346805533363,7140,28,784,0,1,0,0,0,1,28,5,False,False,False,False,False,False,True,-1,yes,1
8.92439013236916,7513,23,529,0,1,0,0,0,1,28,5,False,False,False,False,True,False,False,-1,yes,1
8.97537724385663,7906,34,1156,0,1,0,0,0,1,28,5,False,False,False,False,True,True,False,-1,yes,1
8.9614943233096,7797,28,784,0,1,0,0,0,1,28,5,False,False,False,False,True,False,False,-1,yes,1
8.916506080039204,7454,51,2601,0,1,0,0,0,1,28,5,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,35,1225,0,1,1,0,0,0,29,5,False,False,False,False,False,False,True,-1,yes,1
8.889032571874742,7252,35,1225,0,1,0,0,0,1,29,5,False,False,False,False,False,False,True,-1,yes,1
8.867427438524983,7097,56,3136,0,1,0,0,0,1,29,5,False,False,False,False,False,False,True,-1,yes,1
9.230339058482873,10202,45,2025,0,1,0,0,0,1,29,5,False,False,False,False,False,False,False,-1,yes,1
8.831711917821577,6848,60,3600,0,1,0,0,0,0,29,5,False,False,False,False,False,False,False,-1,yes,1
8.9142228207033,7437,56,3136,0,1,0,0,0,1,29,5,False,False,False,False,False,False,True,-1,yes,1
9.893639216481313,19804,27,729,0,1,0,0,0,1,29,5,False,False,False,False,True,True,False,-1,yes,1
8.951699168308815,7721,30,900,0,1,0,0,0,1,29,5,False,False,False,False,False,False,True,-1,yes,1
8.914894908906568,7442,45,2025,0,1,0,0,0,1,29,5,False,False,False,False,False,False,False,-1,yes,1
8.828787083914332,6828,29,841,0,1,1,0,0,0,29,5,False,False,False,False,True,False,False,-1,yes,1
9.353574540062091,11540,38,1444,0,1,0,0,0,1,29,5,False,False,False,False,False,True,False,-1,yes,1
8.900276348631271,7334,30,900,0,1,0,0,0,1,29,5,False,False,False,False,False,False,True,-1,yes,1
9.04085606398372,8441,44,1936,0,1,0,0,0,1,29,5,False,False,False,False,True,False,False,-1,yes,1
9.578726471842927,14454,36,1296,0,1,0,0,0,1,30,5,False,False,False,False,True,True,False,-1,yes,1
8.864181369765426,7074,38,1444,0,1,0,0,0,1,30,5,False,False,False,False,False,False,True,-1,yes,1
8.883778861463485,7214,36,1296,0,1,1,0,0,1,30,5,False,False,False,False,True,False,False,-1,yes,1
8.834045641167798,6864,37,1369,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
8.910990494656719,7413,35,1225,0,1,0,0,0,1,30,5,False,False,False,False,True,True,False,-1,yes,1
8.834482608620677,6867,38,1444,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
8.978408314628894,7930,40,1600,0,1,0,0,0,1,30,5,False,False,False,False,False,False,True,-1,yes,1
9.054972284742485,8561,42,1764,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
9.967822928041022,21329,46,2116,0,1,0,0,0,1,30,5,False,False,False,False,False,True,False,-1,yes,1
9.439227397917458,12572,35,1225,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
9.023890304598448,8299,34,1156,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
8.826734598220911,6814,32,1024,0,1,1,0,0,0,30,5,False,False,False,False,False,False,True,-1,yes,1
9.261223582290752,10522,50,2500,0,1,0,0,0,1,30,5,False,False,False,False,False,False,True,-1,yes,1
8.928772900524256,7546,35,1225,0,1,1,0,0,1,30,5,False,False,False,False,False,False,True,-1,yes,1
9.304194947447806,10984,36,1296,0,1,0,0,0,1,30,5,False,False,False,False,True,False,False,-1,yes,1
9.159468041602427,9504,53,2809,0,1,0,0,0,1,30,5,False,False,False,False,False,False,False,-1,yes,1
9.185227671161108,9752,46,2116,0,1,0,0,0,1,30,5,False,False,False,False,True,True,False,-1,yes,1
8.968523555396352,7852,26,676,0,1,0,0,0,1,30,5,False,False,False,False,True,True,False,-1,yes,1
8.889859587773016,7258,45,2025,0,1,0,0,0,1,30,5,False,False,False,False,True,False,False,-1,yes,1
8.831711917821577,6848,31,961,0,1,0,0,0,0,30,5,False,False,False,False,False,False,False,-1,yes,1
8.831711917821577,6848,29,841,0,1,0,0,0,0,30,5,False,False,False,False,True,True,False,-1,yes,1
8.840724916761715,6910,53,2809,0,1,0,0,0,1,30,5,False,False,False,False,True,False,False,-1,yes,1
8.890685920281129,7264,27,729,0,1,0,0,0,1,30,5,False,False,False,False,False,False,True,-1,yes,1
9.170663554823284,9611,39,1521,0,1,0,0,0,1,2,6,False,False,False,False,False,True,True,-1,yes,1
9.19339765124587,9832,36,1296,0,1,0,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.852378886511985,6991,41,1681,0,1,1,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,36,1296,0,1,0,0,0,0,2,6,False,False,False,False,False,False,True,-1,yes,1
8.928507824313293,7544,32,1024,0,1,0,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.85366542803745,7000,35,1225,0,1,0,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.820256365906321,6770,36,1296,0,1,1,0,0,0,2,6,False,False,False,False,True,True,False,-1,yes,1
8.950921764797261,7715,35,1225,0,1,0,0,0,1,2,6,False,False,False,False,False,True,True,-1,yes,1
8.962007209588313,7801,30,900,0,1,0,0,0,1,2,6,False,False,False,False,True,False,False,-1,yes,1
8.89439598980643,7291,42,1764,0,1,0,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.651549243915316,5719,42,1764,0,1,1,0,0,0,2,6,False,False,False,False,True,False,False,-1,yes,1
8.890548245606167,7263,32,1024,0,1,0,0,0,1,2,6,False,False,False,False,False,False,True,-1,yes,1
8.868976189274543,7108,29,841,0,1,0,0,0,1,2,6,False,False,False,False,True,False,False,-1,yes,1
8.769817872052617,6437,44,1936,0,1,1,0,0,0,2,6,False,False,False,False,False,True,False,-1,yes,1
9.002947130753205,8127,32,1024,0,1,0,0,0,1,3,6,False,False,False,False,True,False,False,-1,yes,1
8.844192126244968,6934,31,961,0,1,1,0,0,1,3,6,False,False,False,False,False,False,True,-1,yes,1
8.715059959545654,6094,40,1600,0,1,1,0,0,0,3,6,False,False,False,False,False,False,True,-1,yes,1
8.831711917821577,6848,43,1849,0,0,0,0,0,0,3,6,False,False,False,False,False,False,True,-1,yes,1
8.857372832825773,7026,27,729,0,1,0,0,0,1,3,6,False,False,False,False,True,False,False,-1,yes,1
8.871505346165781,7126,37,1369,0,1,0,0,0,1,3,6,False,False,False,False,True,False,False,-1,yes,1
8.89192414015454,7273,23,529,0,1,0,0,0,1,3,6,False,False,False,False,True,False,False,-1,yes,1
8.855948534052018,7016,25,625,0,1,0,0,0,1,3,6,False,False,False,False,False,False,True,-1,yes,1
8.826441041782578,6812,26,676,0,1,1,0,0,0,3,6,False,False,False,False,True,False,False,-1,yes,1
8.849944227235596,6974,47,2209,0,1,0,0,0,1,3,6,False,False,False,False,False,False,False,-1,yes,1
8.818926087090677,6761,35,1225,0,1,1,0,0,0,3,6,False,False,False,False,False,False,True,-1,yes,1
9.48257880293411,13129,32,1024,0,1,0,0,0,1,3,6,False,False,False,False,True,True,False,-1,yes,1
8.921591063563978,7492,45,2025,0,1,0,0,0,1,4,6,False,False,False,False,False,False,False,-1,yes,1
8.885302512980633,7225,30,900,0,1,0,0,0,1,4,6,False,False,False,False,False,False,False,-1,yes,1
8.79133399330135,6577,29,841,0,1,1,0,0,0,4,6,False,False,False,False,True,False,False,-1,yes,1
9.448333126140598,12687,38,1444,0,1,0,0,0,1,4,6,False,False,False,False,False,False,True,-1,yes,1
8.901094121608562,7340,23,529,0,1,0,0,0,1,4,6,False,False,False,False,True,False,False,-1,yes,1
8.846065190692881,6947,27,729,0,1,0,0,0,1,4,6,False,False,False,False,True,True,False,-1,yes,1
8.721765357145012,6135,27,729,0,1,1,0,0,0,4,6,False,False,False,False,True,True,False,-1,yes,1
8.836373930927389,6880,29,841,0,1,0,0,0,1,4,6,False,False,False,False,True,False,False,-1,yes,1
8.908018322784887,7391,30,900,0,1,1,0,0,1,4,6,False,False,False,False,False,True,True,-1,yes,1
8.888894669371593,7251,36,1296,0,1,0,0,0,1,4,6,False,False,False,False,False,False,True,-1,yes,1
8.893572718629306,7285,35,1225,0,1,0,0,0,1,4,6,False,False,False,False,False,False,False,-1,yes,1
9.061840363657739,8620,36,1296,0,0,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.81877816903701,6760,59,3481,0,1,1,0,0,0,5,6,False,False,False,False,False,False,False,-1,yes,1
8.831711917821577,6848,47,2209,0,0,0,0,0,0,5,6,False,False,False,False,False,False,True,-1,yes,1
8.94910546953925,7701,58,3364,0,0,0,0,0,1,5,6,False,False,False,False,False,True,True,-1,yes,1
8.866158492284917,7088,37,1369,0,0,0,0,0,1,5,6,False,False,False,False,True,True,False,-1,yes,1
8.948585921534317,7697,46,2116,0,1,0,0,0,1,5,6,False,False,False,False,True,False,False,-1,yes,1
8.8771028978649,7166,43,1849,0,1,0,0,0,1,5,6,False,False,False,False,True,False,False,-1,yes,1
8.929435283803425,7551,27,729,0,1,0,0,0,1,5,6,False,False,False,False,True,True,False,-1,yes,1
8.840580188488795,6909,38,1444,0,0,0,0,0,1,5,6,False,False,False,False,False,False,False,-1,yes,1
8.846784666945227,6952,53,2809,0,1,1,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
9.087494541977337,8844,47,2209,0,0,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.997889450200717,8086,56,3136,0,0,1,0,0,1,5,6,False,False,False,False,False,False,False,-1,yes,1
8.952475967933584,7727,41,1681,0,0,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.89192414015454,7273,29,841,0,1,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.890685920281129,7264,50,2500,0,1,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.94793610670867,7692,45,2025,0,0,0,0,0,1,5,6,False,False,False,False,False,False,False,-1,yes,1
8.950014029534257,7708,35,1225,0,1,0,0,0,1,5,6,False,False,False,False,False,False,True,-1,yes,1
8.920923462230686,7487,26,676,0,1,0,0,0,1,6,6,False,False,False,False,True,False,False,-1,yes,1
8.930361883909434,7558,26,676,0,1,1,0,0,1,6,6,False,False,False,False,False,False,True,-1,yes,1
